,Package,Sub_package,Prop_type,Difficulty_level,Holiday Package
485,local,language course,retreat,beginner,local_package_33
486,local,kitesurfing,retreat,beginner,local_package_34
487,local,astrology,retreat,beginner,local_package_35
488,local,photography,retreat,beginner,local_package_36
489,local,painting,retreat,beginner,local_package_37
490,local,dancing,retreat,beginner,local_package_38
491,local,life coaching,retreat,beginner,local_package_39
492,local,festivals,retreat,beginner,local_package_40
493,local,sightseeing,retreat,beginner,local_package_41
494,local,nature walk,retreat,beginner,local_package_42
495,local,bird watching,retreat,beginner,local_package_43
496,local,art,retreat,beginner,local_package_44
497,local,pottery,retreat,beginner,local_package_45
498,local,mehandi,retreat,beginner,local_package_46
499,local,ganges arati,retreat,beginner,local_package_47
500,local,cooking,retreat,beginner,local_package_48
501,yoga,hatha,ashram,beginner,yoga_package_79
502,yoga,vinyasa,ashram,beginner,yoga_package_80
503,yoga,ashtanga,ashram,beginner,yoga_package_81
504,yoga,anusara,ashram,beginner,yoga_package_82
505,yoga,bikram,ashram,beginner,yoga_package_83
506,yoga,kundalini,ashram,beginner,yoga_package_84
507,yoga,nada,ashram,beginner,yoga_package_85
508,yoga,yin yang,ashram,beginner,yoga_package_86
509,yoga,chakra,ashram,beginner,yoga_package_87
510,yoga,siddhi,ashram,beginner,yoga_package_88
511,yoga,purna,ashram,beginner,yoga_package_89
512,yoga,raja,ashram,beginner,yoga_package_90
513,yoga,maha,ashram,beginner,yoga_package_91
514,yoga,char,ashram,beginner,yoga_package_92
515,yoga,bhakti,ashram,beginner,yoga_package_93
516,yoga,kriya,ashram,beginner,yoga_package_94
517,yoga,power,ashram,beginner,yoga_package_95
518,yoga,vipasana,ashram,beginner,yoga_package_96
519,yoga,pregnent,ashram,beginner,yoga_package_97
520,yoga,prenatal,ashram,beginner,yoga_package_98
521,yoga,pranyama,ashram,beginner,yoga_package_99
522,yoga,yin,ashram,beginner,yoga_package_100
523,yoga,restorative,ashram,beginner,yoga_package_101
524,yoga,nidra,ashram,beginner,yoga_package_102
525,yoga,flow,ashram,beginner,yoga_package_103
526,yoga,teacher training,ashram,beginner,yoga_package_104
527,massage,relaxation therapeutic,ashram,beginner,massage_package_64
528,massage,ayurveda de stress,ashram,beginner,massage_package_65
529,massage,rejuvenation therapeautic,ashram,beginner,massage_package_66
530,massage,salt glow,ashram,beginner,massage_package_67
531,massage,deep tissue,ashram,beginner,massage_package_68
532,massage,manipuri,ashram,beginner,massage_package_69
533,massage,grounding aromatherapy,ashram,beginner,massage_package_70
534,massage,thai,ashram,beginner,massage_package_71
535,massage,indian head,ashram,beginner,massage_package_72
536,massage,active,ashram,beginner,massage_package_73
537,massage,sports recovery,ashram,beginner,massage_package_74
538,massage,swedish,ashram,beginner,massage_package_75
539,massage,earth stone,ashram,beginner,massage_package_76
540,massage,kundilini back,ashram,beginner,massage_package_77
541,massage,anti aging aroma,ashram,beginner,massage_package_78
542,massage,detoxifying ayurvedic,ashram,beginner,massage_package_79
543,massage,reflexology,ashram,beginner,massage_package_80
544,massage,rejuvenation aroma,ashram,beginner,massage_package_81
545,massage,healing scrub,ashram,beginner,massage_package_82
546,massage,tonic vibro,ashram,beginner,massage_package_83
547,massage,merma,ashram,beginner,massage_package_84
548,meditation,loving-kindness meditation,ashram,beginner,meditation_package_25
549,meditation,body scan or progressive relaxation,ashram,beginner,meditation_package_26
550,meditation,mindfulness meditation,ashram,beginner,meditation_package_27
551,meditation,breath awareness meditation,ashram,beginner,meditation_package_28
552,meditation,kundalini yoga,ashram,beginner,meditation_package_29
553,meditation,zen meditation,ashram,beginner,meditation_package_30
554,meditation,transcendental meditation,ashram,beginner,meditation_package_31
555,meditation,focussed attention meditation,ashram,beginner,meditation_package_32
556,naturopathy,mud pack,ashram,beginner,naturopathy_package_52
557,naturopathy,hydrotherapy,ashram,beginner,naturopathy_package_53
558,naturopathy,hip bath,ashram,beginner,naturopathy_package_54
559,naturopathy,spinal bath,ashram,beginner,naturopathy_package_55
560,naturopathy,jet spray,ashram,beginner,naturopathy_package_56
561,naturopathy,jacuzzi,ashram,beginner,naturopathy_package_57
562,naturopathy,pranayama,ashram,beginner,naturopathy_package_58
563,naturopathy,sunbath,ashram,beginner,naturopathy_package_59
564,naturopathy,fasting,ashram,beginner,naturopathy_package_60
565,naturopathy,aromatic hydrotherapy,ashram,beginner,naturopathy_package_61
566,naturopathy,stimulating jet blitz showers,ashram,beginner,naturopathy_package_62
567,naturopathy,jal neti,ashram,beginner,naturopathy_package_63
568,naturopathy,kunjal kriya,ashram,beginner,naturopathy_package_64
569,naturopathy,message therapy,ashram,beginner,naturopathy_package_65
570,naturopathy,chromo therapy,ashram,beginner,naturopathy_package_66
571,naturopathy,diet therapy,ashram,beginner,naturopathy_package_67
572,naturopathy,sauna,ashram,beginner,naturopathy_package_68
573,ayurvedic,abhyanga,ashram,beginner,ayurvedic_package_91
574,ayurvedic,takradhara,ashram,beginner,ayurvedic_package_92
575,ayurvedic,narangakizi,ashram,beginner,ayurvedic_package_93
576,ayurvedic,sirodhara,ashram,beginner,ayurvedic_package_94
577,ayurvedic,pizichil,ashram,beginner,ayurvedic_package_95
578,ayurvedic,mukh lepa,ashram,beginner,ayurvedic_package_96
579,ayurvedic,tan lepa,ashram,beginner,ayurvedic_package_97
580,ayurvedic,navarakizi,ashram,beginner,ayurvedic_package_98
581,ayurvedic,choorna swedana,ashram,beginner,ayurvedic_package_99
582,ayurvedic,janu vasti,ashram,beginner,ayurvedic_package_100
583,ayurvedic,udh warthana,ashram,beginner,ayurvedic_package_101
584,ayurvedic,lepam,ashram,beginner,ayurvedic_package_102
585,ayurvedic,nijavarakizi,ashram,beginner,ayurvedic_package_103
586,ayurvedic,kati vasti,ashram,beginner,ayurvedic_package_104
587,ayurvedic,thalapizhichil,ashram,beginner,ayurvedic_package_105
588,ayurvedic,siro vasthy,ashram,beginner,ayurvedic_package_106
589,ayurvedic,snehapanam,ashram,beginner,ayurvedic_package_107
590,ayurvedic,swedana karma,ashram,beginner,ayurvedic_package_108
591,ayurvedic,oil message,ashram,beginner,ayurvedic_package_109
592,ayurvedic,elakizi,ashram,beginner,ayurvedic_package_110
593,ayurvedic,polikizi,ashram,beginner,ayurvedic_package_111
594,ayurvedic,nasyam,ashram,beginner,ayurvedic_package_112
595,ayurvedic,virechanam,ashram,beginner,ayurvedic_package_113
596,ayurvedic,vasathy,ashram,beginner,ayurvedic_package_114
597,ayurvedic,tharpanam,ashram,beginner,ayurvedic_package_115
598,ayurvedic,vamana,ashram,beginner,ayurvedic_package_116
599,ayurvedic,rakthamoksham,ashram,beginner,ayurvedic_package_117
600,ayurvedic,snehana karma,ashram,beginner,ayurvedic_package_118
601,ayurvedic,lifestyle disorder ,ashram,beginner,ayurvedic_package_119
602,ayurvedic,herbology,ashram,beginner,ayurvedic_package_120
603,therapy,reiki,ashram,beginner,therapy_package_94
604,therapy,accupunture,ashram,beginner,therapy_package_95
605,therapy,aromatherapy,ashram,beginner,therapy_package_96
606,therapy,mantra chanting,ashram,beginner,therapy_package_97
607,therapy,eye rejuvenator,ashram,beginner,therapy_package_98
608,therapy,jasmine salt scrub,ashram,beginner,therapy_package_99
609,therapy,physiotherapy,ashram,beginner,therapy_package_100
610,therapy,reflexology,ashram,beginner,therapy_package_101
611,therapy,grounding salt scrub,ashram,beginner,therapy_package_102
612,therapy,grounding aroma cocoon,ashram,beginner,therapy_package_103
613,therapy,energising earth wrap detoxification,ashram,beginner,therapy_package_104
614,therapy,aroma cocoon,ashram,beginner,therapy_package_105
615,therapy,herbal steam bath,ashram,beginner,therapy_package_106
616,therapy,trataka,ashram,beginner,therapy_package_107
617,therapy,laghu shanka prathalan,ashram,beginner,therapy_package_108
618,therapy,calming rose quartz,ashram,beginner,therapy_package_109
619,therapy,herbal mud plaster,ashram,beginner,therapy_package_110
620,therapy,herbal detox bath,ashram,beginner,therapy_package_111
621,therapy,herbal detox mud therapy,ashram,beginner,therapy_package_112
622,therapy,vedic meditation,ashram,beginner,therapy_package_113
623,therapy,vedic satkriya,ashram,beginner,therapy_package_114
624,therapy,yogic satkriya,ashram,beginner,therapy_package_115
625,therapy,sarvanga lepa,ashram,beginner,therapy_package_116
626,therapy,aroma hot mud plaster,ashram,beginner,therapy_package_117
627,therapy,energising scrub,ashram,beginner,therapy_package_118
628,therapy,vedic healing,ashram,beginner,therapy_package_119
629,therapy,pranayama,ashram,beginner,therapy_package_120
630,therapy,prayer,ashram,beginner,therapy_package_121
631,therapy,fire ceremony (havan),ashram,beginner,therapy_package_122
632,therapy,silence (mauna),ashram,beginner,therapy_package_123
633,therapy,chill plunge pool,ashram,beginner,therapy_package_124
634,facials,vishuddha harmonizing,ashram,beginner,facials_package_16
635,facials,skin freshner,ashram,beginner,facials_package_17
636,facials,honey and rose,ashram,beginner,facials_package_18
637,facials,rose quartz,ashram,beginner,facials_package_19
638,facials,royal facial with eye rejuvenation,ashram,beginner,facials_package_20
639,adventure,kayaking,ashram,beginner,adventure_package_40
640,adventure,hiking,ashram,beginner,adventure_package_41
641,adventure,treking,ashram,beginner,adventure_package_42
642,adventure,sailing,ashram,beginner,adventure_package_43
643,adventure,diving,ashram,beginner,adventure_package_44
644,adventure,cycling,ashram,beginner,adventure_package_45
645,adventure,surfing,ashram,beginner,adventure_package_46
646,adventure,horse riding,ashram,beginner,adventure_package_47
647,adventure,skiing,ashram,beginner,adventure_package_48
648,adventure,running,ashram,beginner,adventure_package_49
649,adventure,river rafting,ashram,beginner,adventure_package_50
650,adventure,waling,ashram,beginner,adventure_package_51
651,adventure,wild life safari,ashram,beginner,adventure_package_52
652,local,language course,ashram,beginner,local_package_49
653,local,kitesurfing,ashram,beginner,local_package_50
654,local,astrology,ashram,beginner,local_package_51
655,local,photography,ashram,beginner,local_package_52
656,local,painting,ashram,beginner,local_package_53
657,local,dancing,ashram,beginner,local_package_54
658,local,life coaching,ashram,beginner,local_package_55
659,local,festivals,ashram,beginner,local_package_56
660,local,sightseeing,ashram,beginner,local_package_57
661,local,nature walk,ashram,beginner,local_package_58
662,local,bird watching,ashram,beginner,local_package_59
663,local,art,ashram,beginner,local_package_60
664,local,pottery,ashram,beginner,local_package_61
665,local,mehandi,ashram,beginner,local_package_62
666,local,ganges arati,ashram,beginner,local_package_63
667,local,cooking,ashram,beginner,local_package_64
668,yoga,hatha,spa resort,beginner,yoga_package_105
669,yoga,vinyasa,spa resort,beginner,yoga_package_106
670,yoga,ashtanga,spa resort,beginner,yoga_package_107
671,yoga,anusara,spa resort,beginner,yoga_package_108
672,yoga,bikram,spa resort,beginner,yoga_package_109
673,yoga,kundalini,spa resort,beginner,yoga_package_110
674,yoga,nada,spa resort,beginner,yoga_package_111
675,yoga,yin yang,spa resort,beginner,yoga_package_112
676,yoga,chakra,spa resort,beginner,yoga_package_113
677,yoga,siddhi,spa resort,beginner,yoga_package_114
678,yoga,purna,spa resort,beginner,yoga_package_115
679,yoga,raja,spa resort,beginner,yoga_package_116
680,yoga,maha,spa resort,beginner,yoga_package_117
681,yoga,char,spa resort,beginner,yoga_package_118
682,yoga,bhakti,spa resort,beginner,yoga_package_119
683,yoga,kriya,spa resort,beginner,yoga_package_120
684,yoga,power,spa resort,beginner,yoga_package_121
685,yoga,vipasana,spa resort,beginner,yoga_package_122
686,yoga,pregnent,spa resort,beginner,yoga_package_123
687,yoga,prenatal,spa resort,beginner,yoga_package_124
688,yoga,pranyama,spa resort,beginner,yoga_package_125
689,yoga,yin,spa resort,beginner,yoga_package_126
690,yoga,restorative,spa resort,beginner,yoga_package_127
691,yoga,nidra,spa resort,beginner,yoga_package_128
692,yoga,flow,spa resort,beginner,yoga_package_129
693,yoga,teacher training,spa resort,beginner,yoga_package_130
694,massage,relaxation therapeutic,spa resort,beginner,massage_package_85
695,massage,ayurveda de stress,spa resort,beginner,massage_package_86
696,massage,rejuvenation therapeautic,spa resort,beginner,massage_package_87
697,massage,salt glow,spa resort,beginner,massage_package_88
698,massage,deep tissue,spa resort,beginner,massage_package_89
699,massage,manipuri,spa resort,beginner,massage_package_90
700,massage,grounding aromatherapy,spa resort,beginner,massage_package_91
701,massage,thai,spa resort,beginner,massage_package_92
702,massage,indian head,spa resort,beginner,massage_package_93
703,massage,active,spa resort,beginner,massage_package_94
704,massage,sports recovery,spa resort,beginner,massage_package_95
705,massage,swedish,spa resort,beginner,massage_package_96
706,massage,earth stone,spa resort,beginner,massage_package_97
707,massage,kundilini back,spa resort,beginner,massage_package_98
708,massage,anti aging aroma,spa resort,beginner,massage_package_99
709,massage,detoxifying ayurvedic,spa resort,beginner,massage_package_100
710,massage,reflexology,spa resort,beginner,massage_package_101
711,massage,rejuvenation aroma,spa resort,beginner,massage_package_102
712,massage,healing scrub,spa resort,beginner,massage_package_103
713,massage,tonic vibro,spa resort,beginner,massage_package_104
714,massage,merma,spa resort,beginner,massage_package_105
715,meditation,loving-kindness meditation,spa resort,beginner,meditation_package_33
716,meditation,body scan or progressive relaxation,spa resort,beginner,meditation_package_34
717,meditation,mindfulness meditation,spa resort,beginner,meditation_package_35
718,meditation,breath awareness meditation,spa resort,beginner,meditation_package_36
719,meditation,kundalini yoga,spa resort,beginner,meditation_package_37
720,meditation,zen meditation,spa resort,beginner,meditation_package_38
721,meditation,transcendental meditation,spa resort,beginner,meditation_package_39
722,meditation,focussed attention meditation,spa resort,beginner,meditation_package_40
723,naturopathy,mud pack,spa resort,beginner,naturopathy_package_69
724,naturopathy,hydrotherapy,spa resort,beginner,naturopathy_package_70
725,naturopathy,hip bath,spa resort,beginner,naturopathy_package_71
726,naturopathy,spinal bath,spa resort,beginner,naturopathy_package_72
727,naturopathy,jet spray,spa resort,beginner,naturopathy_package_73
728,naturopathy,jacuzzi,spa resort,beginner,naturopathy_package_74
